2021-06-28 16:06:707 INFO  BasePage :33 - Launching Chrome Browser 
2021-06-28 18:06:825 INFO  AddCustomerPage :37 - Enter Post Code : [[ChromeDriver: chrome on WINDOWS (74339e30fb0ec55a446f0a0d2a8d7736)] -> xpath: //input[@placeholder='Post Code']]
2021-06-28 18:06:855 INFO  AddCustomerPage :41 - Click On Add Customer : [[ChromeDriver: chrome on WINDOWS (74339e30fb0ec55a446f0a0d2a8d7736)] -> xpath: //button[text()='Add Customer']]
2021-06-28 18:06:56 INFO  HomePage :24 - Clicking on Home Page : [[ChromeDriver: chrome on WINDOWS (74339e30fb0ec55a446f0a0d2a8d7736)] -> xpath: //button[contains(text(),'Home')]]
2021-06-28 18:06:138 INFO  HomePage :29 - Clicking on Customer Log In Link : [[ChromeDriver: chrome on WINDOWS (74339e30fb0ec55a446f0a0d2a8d7736)] -> xpath: //button[contains(text(),'Customer Login')]]
2021-06-28 18:06:298 INFO  OpenAccountPage :25 - Enter Customer Name : [[ChromeDriver: chrome on WINDOWS (74339e30fb0ec55a446f0a0d2a8d7736)] -> xpath: //select[@id='userSelect']]
2021-06-28 18:06:371 INFO  CustomerLoginPage :31 - Clicking on Login Button : [[ChromeDriver: chrome on WINDOWS (74339e30fb0ec55a446f0a0d2a8d7736)] -> xpath: //button[contains(text(),'Login')]]
2021-06-28 18:06:407 INFO  CustomerLoginPage :34 - Verify LogOut Text : [[ChromeDriver: chrome on WINDOWS (74339e30fb0ec55a446f0a0d2a8d7736)] -> xpath: //button[contains(text(),'Logout')]]
2021-06-28 18:06:554 INFO  CustomerLoginPage :39 - Clicking on Logout Button : [[ChromeDriver: chrome on WINDOWS (74339e30fb0ec55a446f0a0d2a8d7736)] -> xpath: //button[contains(text(),'Logout')]]
2021-06-28 18:06:587 INFO  CustomerLoginPage :42 - Verify Your Name Text : [[ChromeDriver: chrome on WINDOWS (74339e30fb0ec55a446f0a0d2a8d7736)] -> xpath: //label[contains(text(),'Your Name :')]]
2021-06-28 18:06:30 INFO  BasePage :33 - Launching Chrome Browser 
2021-06-28 18:06:102 INFO  HomePage :34 - Clicking on Bank Manager Login Link : [[ChromeDriver: chrome on WINDOWS (6c9a1c66f786565debf73e8927df902a)] -> xpath: //button[contains(text(),'Bank Manager Login')]]
2021-06-28 18:06:193 INFO  BankManagerLoginPage :24 - Clicking on Add Customer Button : [[ChromeDriver: chrome on WINDOWS (6c9a1c66f786565debf73e8927df902a)] -> xpath: //button[@ng-click='addCust()']]
2021-06-28 18:06:318 INFO  AddCustomerPage :27 - Enter FirstName : [[ChromeDriver: chrome on WINDOWS (6c9a1c66f786565debf73e8927df902a)] -> xpath: //input[@placeholder='First Name']]
2021-06-28 18:06:424 INFO  AddCustomerPage :32 - Enter lastName : [[ChromeDriver: chrome on WINDOWS (6c9a1c66f786565debf73e8927df902a)] -> xpath: //input[@placeholder='Last Name']]
2021-06-28 18:06:527 INFO  AddCustomerPage :37 - Enter Post Code : [[ChromeDriver: chrome on WINDOWS (6c9a1c66f786565debf73e8927df902a)] -> xpath: //input[@placeholder='Post Code']]
2021-06-28 18:06:547 INFO  AddCustomerPage :41 - Click On Add Customer : [[ChromeDriver: chrome on WINDOWS (6c9a1c66f786565debf73e8927df902a)] -> xpath: //button[text()='Add Customer']]
2021-06-28 18:06:739 INFO  BankManagerLoginPage :29 - Clicking on Open Account Button : [[ChromeDriver: chrome on WINDOWS (6c9a1c66f786565debf73e8927df902a)] -> xpath: //button[@ng-click='openAccount()']]
2021-06-28 18:06:906 INFO  OpenAccountPage :25 - Enter Customer Name : [[ChromeDriver: chrome on WINDOWS (6c9a1c66f786565debf73e8927df902a)] -> xpath: //select[@id='userSelect']]
2021-06-28 18:06:72 INFO  OpenAccountPage :30 - Enter Currency : [[ChromeDriver: chrome on WINDOWS (6c9a1c66f786565debf73e8927df902a)] -> xpath: //select[@id='currency']]
2021-06-28 18:06:393 INFO  BasePage :33 - Launching Chrome Browser 
2021-06-28 18:06:139 INFO  HomePage :34 - Clicking on Bank Manager Login Link : [[ChromeDriver: chrome on WINDOWS (09527a0d2f4434ad97b8349d59c14e82)] -> xpath: //button[contains(text(),'Bank Manager Login')]]
2021-06-28 18:06:210 INFO  BankManagerLoginPage :24 - Clicking on Add Customer Button : [[ChromeDriver: chrome on WINDOWS (09527a0d2f4434ad97b8349d59c14e82)] -> xpath: //button[@ng-click='addCust()']]
2021-06-28 18:06:353 INFO  AddCustomerPage :27 - Enter FirstName : [[ChromeDriver: chrome on WINDOWS (09527a0d2f4434ad97b8349d59c14e82)] -> xpath: //input[@placeholder='First Name']]
2021-06-28 18:06:472 INFO  AddCustomerPage :32 - Enter lastName : [[ChromeDriver: chrome on WINDOWS (09527a0d2f4434ad97b8349d59c14e82)] -> xpath: //input[@placeholder='Last Name']]
2021-06-28 18:06:569 INFO  AddCustomerPage :37 - Enter Post Code : [[ChromeDriver: chrome on WINDOWS (09527a0d2f4434ad97b8349d59c14e82)] -> xpath: //input[@placeholder='Post Code']]
2021-06-28 18:06:591 INFO  AddCustomerPage :41 - Click On Add Customer : [[ChromeDriver: chrome on WINDOWS (09527a0d2f4434ad97b8349d59c14e82)] -> xpath: //button[text()='Add Customer']]
2021-06-28 18:06:774 INFO  BankManagerLoginPage :29 - Clicking on Open Account Button : [[ChromeDriver: chrome on WINDOWS (09527a0d2f4434ad97b8349d59c14e82)] -> xpath: //button[@ng-click='openAccount()']]
2021-06-28 18:06:954 INFO  OpenAccountPage :25 - Enter Customer Name : [[ChromeDriver: chrome on WINDOWS (09527a0d2f4434ad97b8349d59c14e82)] -> xpath: //select[@id='userSelect']]
2021-06-28 18:06:97 INFO  OpenAccountPage :30 - Enter Currency : [[ChromeDriver: chrome on WINDOWS (09527a0d2f4434ad97b8349d59c14e82)] -> xpath: //select[@id='currency']]
2021-06-28 18:06:288 INFO  BasePage :33 - Launching Chrome Browser 
2021-06-28 18:06:591 INFO  HomePage :34 - Clicking on Bank Manager Login Link : [[ChromeDriver: chrome on WINDOWS (f5abdf123d8401ae7a86148dd6c834ce)] -> xpath: //button[contains(text(),'Bank Manager Login')]]
2021-06-28 18:06:707 INFO  BankManagerLoginPage :24 - Clicking on Add Customer Button : [[ChromeDriver: chrome on WINDOWS (f5abdf123d8401ae7a86148dd6c834ce)] -> xpath: //button[@ng-click='addCust()']]
2021-06-28 18:06:883 INFO  AddCustomerPage :27 - Enter FirstName : [[ChromeDriver: chrome on WINDOWS (f5abdf123d8401ae7a86148dd6c834ce)] -> xpath: //input[@placeholder='First Name']]
2021-06-28 18:06:998 INFO  AddCustomerPage :32 - Enter lastName : [[ChromeDriver: chrome on WINDOWS (f5abdf123d8401ae7a86148dd6c834ce)] -> xpath: //input[@placeholder='Last Name']]
2021-06-28 18:06:115 INFO  AddCustomerPage :37 - Enter Post Code : [[ChromeDriver: chrome on WINDOWS (f5abdf123d8401ae7a86148dd6c834ce)] -> xpath: //input[@placeholder='Post Code']]
2021-06-28 18:06:151 INFO  AddCustomerPage :41 - Click On Add Customer : [[ChromeDriver: chrome on WINDOWS (f5abdf123d8401ae7a86148dd6c834ce)] -> xpath: //button[text()='Add Customer']]
2021-06-28 18:06:341 INFO  BankManagerLoginPage :29 - Clicking on Open Account Button : [[ChromeDriver: chrome on WINDOWS (f5abdf123d8401ae7a86148dd6c834ce)] -> xpath: //button[@ng-click='openAccount()']]
2021-06-28 18:06:523 INFO  OpenAccountPage :25 - Enter Customer Name : [[ChromeDriver: chrome on WINDOWS (f5abdf123d8401ae7a86148dd6c834ce)] -> xpath: //select[@id='userSelect']]
2021-06-28 18:06:700 INFO  OpenAccountPage :30 - Enter Currency : [[ChromeDriver: chrome on WINDOWS (f5abdf123d8401ae7a86148dd6c834ce)] -> xpath: //select[@id='currency']]
2021-06-28 19:06:09 INFO  BasePage :33 - Launching Chrome Browser 
2021-06-28 19:06:931 INFO  HomePage :34 - Clicking on Bank Manager Login Link : [[ChromeDriver: chrome on WINDOWS (41ee7605a6c4d72de403351a69fb9d2d)] -> xpath: //button[contains(text(),'Bank Manager Login')]]
2021-06-28 19:06:37 INFO  BankManagerLoginPage :24 - Clicking on Add Customer Button : [[ChromeDriver: chrome on WINDOWS (41ee7605a6c4d72de403351a69fb9d2d)] -> xpath: //button[@ng-click='addCust()']]
2021-06-28 19:06:154 INFO  AddCustomerPage :27 - Enter FirstName : [[ChromeDriver: chrome on WINDOWS (41ee7605a6c4d72de403351a69fb9d2d)] -> xpath: //input[@placeholder='First Name']]
2021-06-28 19:06:254 INFO  AddCustomerPage :32 - Enter lastName : [[ChromeDriver: chrome on WINDOWS (41ee7605a6c4d72de403351a69fb9d2d)] -> xpath: //input[@placeholder='Last Name']]
2021-06-28 19:06:354 INFO  AddCustomerPage :37 - Enter Post Code : [[ChromeDriver: chrome on WINDOWS (41ee7605a6c4d72de403351a69fb9d2d)] -> xpath: //input[@placeholder='Post Code']]
2021-06-28 19:06:372 INFO  AddCustomerPage :41 - Click On Add Customer : [[ChromeDriver: chrome on WINDOWS (41ee7605a6c4d72de403351a69fb9d2d)] -> xpath: //button[text()='Add Customer']]
2021-06-28 19:06:596 INFO  BankManagerLoginPage :29 - Clicking on Open Account Button : [[ChromeDriver: chrome on WINDOWS (41ee7605a6c4d72de403351a69fb9d2d)] -> xpath: //button[@ng-click='openAccount()']]
2021-06-28 19:06:790 INFO  OpenAccountPage :25 - Enter Customer Name : [[ChromeDriver: chrome on WINDOWS (41ee7605a6c4d72de403351a69fb9d2d)] -> xpath: //select[@id='userSelect']]
2021-06-28 19:06:955 INFO  OpenAccountPage :30 - Enter Currency : [[ChromeDriver: chrome on WINDOWS (41ee7605a6c4d72de403351a69fb9d2d)] -> xpath: //select[@id='currency']]
2021-06-28 19:06:979 INFO  OpenAccountPage :34 - Click ON Process Button : [[ChromeDriver: chrome on WINDOWS (41ee7605a6c4d72de403351a69fb9d2d)] -> xpath: //button[contains(text(),'Process')]]
2021-06-28 19:06:192 INFO  HomePage :24 - Clicking on Home Page : [[ChromeDriver: chrome on WINDOWS (41ee7605a6c4d72de403351a69fb9d2d)] -> xpath: //button[contains(text(),'Home')]]
2021-06-28 19:06:275 INFO  HomePage :29 - Clicking on Customer Log In Link : [[ChromeDriver: chrome on WINDOWS (41ee7605a6c4d72de403351a69fb9d2d)] -> xpath: //button[contains(text(),'Customer Login')]]
2021-06-28 19:06:437 INFO  OpenAccountPage :25 - Enter Customer Name : [[ChromeDriver: chrome on WINDOWS (41ee7605a6c4d72de403351a69fb9d2d)] -> xpath: //select[@id='userSelect']]
2021-06-28 19:06:513 INFO  CustomerLoginPage :31 - Clicking on Login Button : [[ChromeDriver: chrome on WINDOWS (41ee7605a6c4d72de403351a69fb9d2d)] -> xpath: //button[contains(text(),'Login')]]
2021-06-28 19:06:613 INFO  AccountPage :30 - Clicking on Deposite Tab : [[ChromeDriver: chrome on WINDOWS (41ee7605a6c4d72de403351a69fb9d2d)] -> xpath: //button[@ng-click='deposit()']]
2021-06-28 19:06:711 INFO  AccountPage :34 - Enter YourName : [[ChromeDriver: chrome on WINDOWS (41ee7605a6c4d72de403351a69fb9d2d)] -> xpath: //input[@placeholder= 'amount']]
2021-06-28 19:06:818 INFO  AccountPage :38 - Clicking on Deposite Button : [[ChromeDriver: chrome on WINDOWS (41ee7605a6c4d72de403351a69fb9d2d)] -> xpath: //button[text()='Deposit']]
2021-06-28 19:06:851 INFO  AccountPage :41 - Verify Deposite Text : [[ChromeDriver: chrome on WINDOWS (41ee7605a6c4d72de403351a69fb9d2d)] -> xpath: //span[contains(text(),'Deposit Successful')]]
2021-06-28 19:06:945 INFO  HomePage :24 - Clicking on Home Page : [[ChromeDriver: chrome on WINDOWS (41ee7605a6c4d72de403351a69fb9d2d)] -> xpath: //button[contains(text(),'Home')]]
2021-06-28 19:06:142 INFO  HomePage :29 - Clicking on Customer Log In Link : Proxy element for: DefaultElementLocator 'By.xpath: //button[contains(text(),'Customer Login')]'
2021-06-28 19:06:304 INFO  OpenAccountPage :25 - Enter Customer Name : [[ChromeDriver: chrome on WINDOWS (41ee7605a6c4d72de403351a69fb9d2d)] -> xpath: //select[@id='userSelect']]
2021-06-28 19:06:423 INFO  CustomerLoginPage :31 - Clicking on Login Button : Proxy element for: DefaultElementLocator 'By.xpath: //button[contains(text(),'Login')]'
2021-06-28 19:06:557 INFO  AccountPage :46 - Clicking on Withdrawl Tab : [[ChromeDriver: chrome on WINDOWS (41ee7605a6c4d72de403351a69fb9d2d)] -> xpath: //button[@ng-click='withdrawl()']]
2021-06-28 19:06:644 INFO  AccountPage :34 - Enter YourName : [[ChromeDriver: chrome on WINDOWS (41ee7605a6c4d72de403351a69fb9d2d)] -> xpath: //input[@placeholder= 'amount']]
2021-06-28 19:06:745 INFO  AccountPage :50 - Clicking on Withdrawl Button : [[ChromeDriver: chrome on WINDOWS (41ee7605a6c4d72de403351a69fb9d2d)] -> xpath: //body/div[3]/div[1]/div[2]/div[1]/div[4]/div[1]/form[1]/button[1]]
2021-06-28 19:06:784 INFO  AccountPage :53 - Verify Withdrawl Text : [[ChromeDriver: chrome on WINDOWS (41ee7605a6c4d72de403351a69fb9d2d)] -> xpath: //span[contains(text(),'Transaction successful')]]
2021-06-28 19:06:563 INFO  BasePage :33 - Launching Chrome Browser 
2021-06-28 19:06:762 INFO  HomePage :34 - Clicking on Bank Manager Login Link : [[ChromeDriver: chrome on WINDOWS (d15bbc7369038c46fc13eb9470e24e34)] -> xpath: //button[contains(text(),'Bank Manager Login')]]
2021-06-28 19:06:856 INFO  BankManagerLoginPage :24 - Clicking on Add Customer Button : [[ChromeDriver: chrome on WINDOWS (d15bbc7369038c46fc13eb9470e24e34)] -> xpath: //button[@ng-click='addCust()']]
2021-06-28 19:06:24 INFO  AddCustomerPage :27 - Enter FirstName : [[ChromeDriver: chrome on WINDOWS (d15bbc7369038c46fc13eb9470e24e34)] -> xpath: //input[@placeholder='First Name']]
2021-06-28 19:06:138 INFO  AddCustomerPage :32 - Enter lastName : [[ChromeDriver: chrome on WINDOWS (d15bbc7369038c46fc13eb9470e24e34)] -> xpath: //input[@placeholder='Last Name']]
2021-06-28 19:06:241 INFO  AddCustomerPage :37 - Enter Post Code : [[ChromeDriver: chrome on WINDOWS (d15bbc7369038c46fc13eb9470e24e34)] -> xpath: //input[@placeholder='Post Code']]
2021-06-28 19:06:276 INFO  AddCustomerPage :41 - Click On Add Customer : [[ChromeDriver: chrome on WINDOWS (d15bbc7369038c46fc13eb9470e24e34)] -> xpath: //button[text()='Add Customer']]
2021-06-28 19:06:449 INFO  BasePage :33 - Launching Chrome Browser 
2021-06-28 19:06:177 INFO  HomePage :34 - Clicking on Bank Manager Login Link : [[ChromeDriver: chrome on WINDOWS (74124b8ea5ff6cf35653236c3539a367)] -> xpath: //button[contains(text(),'Bank Manager Login')]]
2021-06-28 19:06:280 INFO  BankManagerLoginPage :24 - Clicking on Add Customer Button : [[ChromeDriver: chrome on WINDOWS (74124b8ea5ff6cf35653236c3539a367)] -> xpath: //button[@ng-click='addCust()']]
2021-06-28 19:06:394 INFO  AddCustomerPage :27 - Enter FirstName : [[ChromeDriver: chrome on WINDOWS (74124b8ea5ff6cf35653236c3539a367)] -> xpath: //input[@placeholder='First Name']]
2021-06-28 19:06:486 INFO  AddCustomerPage :32 - Enter lastName : [[ChromeDriver: chrome on WINDOWS (74124b8ea5ff6cf35653236c3539a367)] -> xpath: //input[@placeholder='Last Name']]
